30001620	E-RPGP	6I-9Y2	A821-A	-0.03272737815868709	96.1249851805871	511.8839730675565	2918.978906476381	0	1	0	0	0	0
30001623	KER-EU	6I-9Y2	A821-A	-0.04351583532713421	-113.00796892357074	781.37244150956	3221.8939717204526	1	0	0	0	0	0
30001622	NSE-U1	6I-9Y2	A821-A	-0.02351788804762856	26.17842179833724	651.8864609832145	3205.3481698307296	0	0	1	0	0	1
30001619	R79-I7	6I-9Y2	A821-A	-0.035995282492432	107.11778844193938	540.7762806739604	2881.440835455356	0	1	0	0	0	0
30001618	UC-X28	6I-9Y2	A821-A	-0.03313184293294469	131.02433649135807	490.85172877336635	2818.5502501071364	0	1	0	0	0	1
30001621	ZV-KZO	6I-9Y2	A821-A	-0.02321449055405889	105.59567898750007	537.491825967966	3050.940990326041	0	1	0	0	0	0
30001615	2RV-06	826-A5	A821-A	-0.07827419872843178	79.32227363441918	880.7770392333172	2749.2730546759285	1	0	0	0	0	0
30001614	8U-RZH	826-A5	A821-A	-0.02043230570552179	275.3578013308323	662.8493873170328	2859.201142464452	0	1	0	0	0	0
30001611	B-Y06L	826-A5	A821-A	-0.06661757275385227	44.99391338272233	748.799073830057	2861.9926175235605	0	0	1	0	0	0
30001616	CLDT-L	826-A5	A821-A	-0.05013289458924908	81.269166374553	719.0767475369954	2906.0485444520937	0	0	1	0	0	1
30001610	DT-7EO	826-A5	A821-A	-0.03472869008915058	176.33196343956433	663.8370248830698	2843.617908028695	0	0	1	0	0	1
30001612	HHQ-8L	826-A5	A821-A	-0.02687274070075907	202.57682429771876	600.0955441349248	2859.4386208920587	0	0	1	0	0	0
30001617	QU7-EE	826-A5	A821-A	-0.01566951706063569	291.78707105924076	608.9037615622673	2903.9718588626583	1	0	0	0	0	0
30001613	Z-KPAR	826-A5	A821-A	-0.06042589021452882	100.69365853297104	851.9873579430681	2830.1122420039856	0	1	0	0	0	0
30001626	5V-YL6	B9J-NT	A821-A	-0.02815760460963324	179.5846380881143	826.9068609120616	2992.801444916794	0	1	0	0	0	0
30001624	69A-54	B9J-NT	A821-A	-0.03371852827718991	125.21689274370632	745.1739292556036	2996.3677411702306	0	0	1	0	0	1
30001627	8-UWFS	B9J-NT	A821-A	-0.01269866547902154	302.120509357166	751.140539434798	3033.651560193116	0	1	0	0	0	0
30001629	BWO-UU	B9J-NT	A821-A	-0.008386049763518533	333.3398186468878	746.775725245254	3111.4367808191955	1	0	0	0	0	0
30001625	M9-OS2	B9J-NT	A821-A	-0.02480228788709815	150.92159685085244	746.657131726346	3062.132786605522	0	0	1	0	0	0
30001628	PQWA-L	B9J-NT	A821-A	-0.0104690923575288	281.7730110849818	686.3020520805527	3108.2942379031906	0	0	1	0	0	0
30001630	SQVI-U	B9J-NT	A821-A	-0.03039303163302687	153.4221645149648	874.3285737285111	3017.9553248716975	1	0	0	0	0	0
30001643	0IRK-R	F-0CTG	A821-A	-0.006288421467540051	239.64144661097313	595.4329407583818	3271.1576505197413	1	0	0	0	0	0
30001642	3-CE1R	F-0CTG	A821-A	-0.02114286131273202	-110.91247744069258	884.5255153228901	3492.930427094346	1	0	0	0	0	0
30001641	50-TJY	F-0CTG	A821-A	-0.02839246375053395	-132.11203441047277	938.3842630940569	3437.143889745112	0	1	0	0	0	0
30001639	7BA-TK	F-0CTG	A821-A	-0.01058669611237539	184.85999920417743	554.5270515265303	3187.054973998587	0	0	1	0	0	0
30001638	FNS3-F	F-0CTG	A821-A	-0.02138916191779106	-30.75945692189274	679.8372643781307	3297.706973723128	0	1	0	0	0	0
30001637	FR-RCH	F-0CTG	A821-A	-0.01697362814699932	61.74244648405016	608.1351067613318	3234.818742540162	0	0	1	0	0	1
30001640	IAWJ-X	F-0CTG	A821-A	-0.01900169536705909	-41.52974830280507	805.5122223062199	3373.0300109185982	0	0	1	0	0	0
30001599	0Z-VHC	O-BSIB	A821-A	-0.02370289385487612	346.6989366448705	726.1609139012776	2385.917228024007	0	0	1	0	0	0
30001598	2-NF2Z	O-BSIB	A821-A	-0.03404445577795956	283.0213545533361	752.6151735435769	2264.326065512347	0	1	0	0	0	0
30001603	6-HFD6	O-BSIB	A821-A	-0.0232951710310092	345.05185306638185	710.6989582274582	2312.327606778028	0	0	1	0	0	0
30001600	9-BUSQ	O-BSIB	A821-A	-0.01628768910843548	403.82507891056633	695.9258456837205	2308.475718434792	0	1	0	0	0	0
30001602	II-1B3	O-BSIB	A821-A	-0.0235022945994906	326.008849255174	632.3217307202121	2442.9887090511083	0	1	0	0	0	1
30001601	LQB-TC	O-BSIB	A821-A	-0.02503484730840144	331.46658615345444	693.2211840866923	2242.451859768189	0	0	1	0	1	1
30001632	DLY-RG	UN2H-D	A821-A	-0.06506757132417762	-41.26479211906863	872.0067375105031	3038.4894107090618	0	0	1	0	0	0
30001635	F-KBNV	UN2H-D	A821-A	-0.04573214005663084	36.45954614744612	824.1697832877139	3046.026334517994	1	0	0	0	0	0
30001636	JL-P9P	UN2H-D	A821-A	-0.1131701122846339	-176.07909084699418	1008.9737349993753	3012.2623165921286	1	0	0	0	0	0
30001633	T-C5A0	UN2H-D	A821-A	-0.1012231477101665	-153.7339009325387	1007.0455816168363	3026.029297172452	0	1	0	0	0	0
30001631	T-YWDD	UN2H-D	A821-A	-0.04500862483220181	32.92416926525805	684.9411643694817	3011.6040275668283	0	0	1	0	0	1
30001634	UP-L3Y	UN2H-D	A821-A	-0.05571884310798658	25.4830934380318	711.3353274693837	2955.296921033749	1	0	0	0	0	0
30001608	7-8XK0	W1-F3U	A821-A	-0.03127612097217147	174.05048213261293	481.5158227048078	2719.3740202461004	0	1	0	0	0	0
30001609	90G-OA	W1-F3U	A821-A	-0.03325497458419024	173.911861088782	549.3404399105923	2771.3114648358724	0	0	1	0	0	1
30001606	FX-XMW	W1-F3U	A821-A	-0.02053900506488138	307.5999488996893	550.6805535040894	2621.0856124650545	0	1	0	0	0	0
30001607	G-N6MC	W1-F3U	A821-A	-0.02359277837861407	253.33002178837796	510.63488760451975	2683.0354065661054	0	0	1	0	0	0
30001605	LCN-0V	W1-F3U	A821-A	-0.03266386052216164	240.11691844633492	574.2094239693567	2532.9569850436274	0	1	0	0	0	0
30001604	P3UD-M	W1-F3U	A821-A	-0.03954292310310381	232.7273519145479	651.8279233467306	2467.088796870095	0	0	1	0	0	1
30004238	Gens	Afinoo	Aridia	0.1710619207962286	-3527.837696173254	356.35483315931106	-485.72387026986326	0	0	1	0	0	0
30004240	Hier	Afinoo	Aridia	0.3607799657102757	-3621.639615588664	253.613558111523	-622.3813764326502	0	0	1	0	0	1
30004241	Jasson	Afinoo	Aridia	0.2506199243906265	-3606.5219212576203	289.48359887521207	-450.76786218225817	0	0	1	0	0	1
30004239	Kamih	Afinoo	Aridia	0.2446716176578679	-3562.7423168150935	306.7186811497233	-496.483820707718	0	0	1	0	0	1
30004237	Kenahehab	Afinoo	Aridia	0.2294651782289705	-3425.736391241735	282.89632653545925	-468.08947844100857	0	0	1	0	0	0
30004236	Yehaba	Afinoo	Aridia	0.2417065516550608	-3311.4359930481505	214.9908322030492	-400.63203135806657	0	0	1	0	0	1
30004234	Maalna	Anama	Aridia	0.3240645240287904	-3156.864903418003	10.15937068327846	-438.7649019743525	0	1	0	0	0	0
30004235	Maseera	Anama	Aridia	0.3372040041790461	-3222.25651624906	14.02376563352912	-455.221796593872	0	0	1	0	0	0
30004231	Shakasi	Anama	Aridia	0.3177314845768791	-3182.0796979130014	-25.19552609569934	-409.1939085355583	0	0	1	0	0	0
30004233	Shirshocin	Anama	Aridia	0.264278260864831	-3292.7846668108928	170.18359145023234	-357.4896018433102	0	0	1	1	1	1
30004230	Van	Anama	Aridia	0.3124498837243469	-3156.4711659598693	49.06211358285412	-361.1950525129072	0	0	1	0	1	1
30004232	Zayi	Anama	Aridia	0.3215850073100112	-3208.9480132190597	75.31513132478088	-314.9862968182766	0	0	1	0	0	0
30004301	Anath	Fabai	Aridia	0.0413269226409857	-4014.9798158759736	-85.80549168048876	-1272.4975554445582	0	0	1	1	1	1
30004297	Efu	Fabai	Aridia	0.09231339820455098	-3940.7929672853265	-78.9909229736918	-1068.1069786126238	0	1	0	0	0	1
30004300	Naga	Fabai	Aridia	0.03368446248994517	-4067.2839248059186	-14.97569129648832	-1211.9733675994814	0	0	1	0	0	0
30004302	Omigiav	Fabai	Aridia	0.1582757067793793	-3826.2945232692487	-102.6879683781438	-1080.430770116638	0	1	0	0	0	0
30004299	Sakht	Fabai	Aridia	0.04149943381763355	-4033.6611579801875	-38.64645298801858	-1215.5487863192616	0	0	1	0	0	0
30004298	Tisot	Fabai	Aridia	0.0898759448846681	-3922.870849885993	-68.89831046153292	-1144.5417062003282	0	0	1	0	0	0
